#NEGATIVE_LEXICON	STRENGTH-ASSIGNED
heckle	-0.4
heckled	-0.3
heckles	-0.3
hectic	-0.5
hedonism	-0.5
hedonistic	-0.3
heedless	-0.2
hefty	-0.3
hegemonism	-0.5
hegemonistic	-0.4
hegemony	-0.3
heinously	-1
heist	-0.8
hell	-1
hell-bent	-0.7
hellhound	-0.9
hellion	-0.7
hellish	-0.9
hells	-0.9
helpless	-0.5
helplessly	-0.5
helplessness	-0.5
hemodialysis	-0.8
hemoglobinopathy	-0.8
hemophilia	-0.8
hemophiliac	-0.8
hemoptysis	-0.8
hemorrhage	-0.7
hemorrhoids	-0.7
hemosiderosis	-0.8
henbane	-0.8
hepatomegaly	-0.8
hepatotoxic	-0.8
hepatotoxin	-0.8
heretical	-0.3
hernia	-0.9
heroin	-0.4
herpangia	-0.6
herpes	-0.8
herpesvirus	-1
hesitant	-0.5
hesitantly	-0.4
hesitate	-0.5
hesitation	-0.6
hestitant	-0.4
hexed	-0.4
hid	-0.6
hidden	-0.3
hideous	-0.8
hideously	-0.8
hideousness	-0.8
hides	-0.2
hiding	-0.3
highbinder	-0.6
high-priced	-0.7
high-sounding	-0.4
hijack	-0.5
hiliarious	-0.3
hinder	-0.4
hindering	-0.3
hindrance	-0.3
hiss	-0.5
hissed	-0.3
hisser	-0.5
hissing	-0.2
histiocytosis	-0.8
hit	-0.6
hitherto	-0.5
hitter	-0.6
hive	-0.4
hmmmmm	-0.5
hmph	-0.4
hoard	-0.3
hoarse	-0.2
hoary	-0.5
hoax	-0.4
hobble	-0.2
hobbledehoy	-0.5
hobbler	-0.4
hobo	-0.3
hoe	-1
hoedown	-0.4
hog	-0.5
hogs	-0.3
ho-hum	-0.6
hole	-0.2
hollow	-0.3
holocaust	-0.9
homeless	-0.5
homelessness	-0.5
homesick	-0.4
homicidal	-0.8
homicide	-0.6
homicides	-0.9
homo	-0.8
homosexuality	-0.5
hoo	-0.3
hoodium	-0.2
hoodoo	-0.4
hoodrat	-0.9
hoodwink	-0.3
hooker	-1
hooligan	-0.4
hooliganism	-0.5
hooligans	-0.6
hoped	-0.2
hopeless	-0.5
hopelessly	-0.7
hopelessness	-0.5
hopped-up	-0.4
horde	-0.6
horrendous	-1
horrendously	-1
horrible	-1
horribly	-1
horrid	-1
horrifically	-1
horrified	-1
horrifies	-1
horrify	-1
horrifying	-1
horrifyingly	-1
horrifys	-1
horror	-1
horrors	-1
hospitalized	-0.5
hostage	-0.5
hostile	-0.7
hostilities	-0.7
hostility	-0.7
hotbed	-0.7
hotbeds	-0.2
hothead	-0.6
hotheaded	-0.5
hothouse	-0.2
housebreaking	-0.7
hubris	-0.2
hubristic	-0.4
huckster	-0.5
hudud	-0.7
huff	-1
huffish	-0.5
huffy	-0.5
huh	-0.4
humid	-0.2
humiliate	-0.5
humiliated	-1
humiliating	-0.7
humiliation	-0.6
humming	-0.2
humorless	-0.4
humpback	-0.6
humph	-0.5
hunch	-0.4
hunger	-0.4
hungry	-0.1
hunt	-0.4
hunter	-0.2
hunting	-0.5
hurricane	-0.3
hurried	-0.2
hurry	-0.2
hurt	-0.5
hurtful	-0.6
hurtin	-0.5
hurting	-0.5
hurtle	-0.3
hurts	-0.7
hushed	-0.4
hustler	-0.4
hyperactive	-0.3
hyperbole	-0.2
hypersensitive	-0.3
hypocricy	-0.3
hypocrisy	-0.4
hypocrite	-1
hypocrites	-0.7
hypocritical	-0.4
hypocritically	-0.4
hypoesthesia	-0.5
hypotension	-0.8
hypotensive	-0.8
hypothrombinemia	-0.8
hypothyroidism	-0.8
hysteria	-0.9
hysteric	-0.9
hysterical	-0.9
hysterically	-0.3
hysterics	-0.8
hysterocatalepsy	-0.9
ich	-0.4
icily	-0.3
ick	-0.8
icky	-0.4
idealistically	-0.4
idgaf	-0.5
idiocies	-0.9
idiocy	-1
idiot	-1
idiotically	-0.4
idiots	-1
idleness	-0.2
idler	-0.3
idly	-0.2
idolatry	-0.4
ignite	-0.3
ignoble	-0.3
ignobleness	-0.3
ignominious	-0.4
ignominiously	-0.4
ignominy	-0.3
ignorance	-0.9
ignorant	-0.9
ignorantness	-0.5
ignore	-0.1
ignored	-0.3
ignoring	-0.5
ill	-0.6
ill-defined	-0.4
ill-designed	-0.4
illegal	-0.7
illegality	-0.7
illegally	-0.7
illegible	-0.3
illegitimacy	-0.5
illegitimate	-0.5
ill-fated	-0.7
ill-fitting	-0.5
ill-formed	-0.7
illicit	-0.4
illicitness	-0.5
illimitable	-0.5
illiquid	-0.4
illiteracy	-0.4
illiterate	-0.5
illness	-0.7
illnesses	-0.7
illogic	-0.4
illogical	-0.7
illogicality	-0.7
illogically	-0.5
ill-prepared	-0.6
ill-sorted	-0.7
ill-tempered	-0.5
ill-treated	-0.8
ill-treatment	-0.8
ill-usage	-0.5
ill-used	-0.3
illusion	-0.4
illusional	-0.4
illusions	-0.1
illusive	-0.4
illusory	-0.1
imaginary	-0.3
imbalance	-0.2
imbecile	-0.8
imbecility	-0.8
imbroglio	-0.3
imitated	-0.1
imitation	-0.2
immaterial	-0.4
immature	-0.5
immaturity	-0.5
imminence	-0.3
imminent	-0.4
imminently	-0.2
immobility	-0.2
immobilization	-0.3
immobilize	-0.3
immobilized	-0.3
immoderate	-0.4
immoderately	-0.3
immoderation	-0.2
immodest	-0.3
immodesty	-0.3
immoral	-0.4
immorality	-0.4
immorally	-0.7
immovable	-0.3
immunodeficiency	-0.8
immunodeficient	-0.8
immunosuppressed	-0.8
immutability	-0.4
immutable	-0.2
imp	-0.2
impair	-0.4
impaired	-0.4
impairer	-0.4
impairing	-0.3
impairment	-0.4
impairs	-0.4
impale	-0.4
impalement	-0.4
impassable	-0.3
impasse	-0.3
impatience	-0.4
impatient	-0.5
impatiently	-0.4
impeach	-0.3
impeachment	-0.5
impeachments	-0.5
impecuniousness	-0.4
impedance	-0.5
impede	-0.3
impeded	-0.4
impedes	-0.3
impediment	-0.4
impeding	-0.4
impellent	-0.5
impelling	-0.5
impending	-0.3
impenitence	-0.4
impenitent	-0.5
imperfect	-0.4
imperfectibility	-0.3
imperfections	-0.6
imperfectly	-0.4
imperialism	-0.4
imperialist	-0.5
imperialistic	-0.4
imperious	-0.3
imperiousness	-0.4
impermissible	-0.4
impersonal	-0.3
impersonate	-0.3
impersonation	-0.5
impertinence	-0.3
impertinent	-0.2
imperturbable	-0.4
impetuous	-0.3
impetuously	-0.4
impiety	-0.4
impinge	-0.3
impingement	-0.4
impious	-0.3
impiously	-0.3
implacable	-0.3
implausible	-0.3
implausibly	-0.4
implode	-0.3
impolite	-0.3
impolitely	-0.3
impoliteness	-0.3
importunate	-0.3
importune	-0.4
impose	-0.3
imposed	-0.5
imposers	-0.3
imposes	-0.2
imposing	-0.4
impossibility	-0.2
impossible	-0.2
impossiblity	-0.6
impossibly	-0.3
imposter	-0.5
impotence	-0.3
impotent	-0.2
impound	-0.3
impoverish	-0.5
impoverished	-0.6
impracticable	-0.5
impractical	-0.4
imprecate	-0.3
imprecise	-0.3
impreciseness	-0.3
imprecision	-0.2
imprison	-0.8
imprisoned	-0.9
imprisonment	-0.8
improbable	-0.3
improbably	-0.2
improper	-0.4
improperly	-0.3
impropriety	-0.4
improvable	-0.3
improvident	-0.4
imprudence	-0.4
imprudent	-0.4
impudence	-0.4
impudent	-0.3
impudently	-0.5
impugn	-0.3
impugnable	-0.3
impulsive	-0.3
impulsively	-0.3
impulsiveness	-0.4
impunity	-0.2
impure	-0.2
impurity	-0.2
imputation	-0.8
impute	-0.8
inability	-0.4
inaccuracies	-0.2
inaccuracy	-0.4
inaccurate	-0.4
inaccurately	-0.4
inaction	-0.1
inactive	-0.4
inactivity	-0.1
inadequacy	-0.4
inadequate	-0.4
inadequately	-0.4
inadmissible	-0.2
inadverent	-0.3
inadverently	-0.2
inadvertently	-0.5
inadvisability	-0.4
inadvisable	-0.4
inadvisably	-0.6
inane	-0.7
inanely	-0.4
inanimateness	-0.2
inanity	-0.2
inaperfectworld	-0.2
inapplicability	-0.2
inapplicable	-0.3
inapposite	-0.3
inappreciable	-0.3
inappropriate	-0.6
inappropriate-for-children	-0.5
inappropriately	-0.6
inappropriateness	-0.6
inapt	-0.4
inaptitude	-0.7
inaptness	-0.6
inarticulate	-0.4
inattention	-0.2
inattentive	-0.2
inaudibility	-0.3
inaudible	-0.3
inauspicious	-0.4
inauspiciously	-0.4
inauspiciousness	-0.4
inauthentic	-0.6
incalculable	-0.2
incapability	-0.3
incapable	-0.4
incapably	-0.3
incapacitated	-0.3
incapacitating	-0.3
incapacity	-0.5
incarceration	-0.4
incase	-0.4
incaution	-0.2
incautious	-0.4
incel	-0.7
incendiary	-0.4
incense	-0.1
incensed	-0.3
incensing	-0.4
incessant	-0.4
incessantly	-0.3
incest	-0.8
incidence	-0.2
incident	-0.2
incineration	-0.4
incipient	-0.2
incite	-0.6
incivility	-0.6
incognizable	-0.2
incognizant	-0.3
incoherence	-0.2
incoherent	-0.4
incoherently	-0.3
incommensurate	-0.3
incommunicative	-0.5
incomparable	-0.4
incomparably	-0.4
incompatability	-0.3
incompatibility	-0.2
incompatible	-0.2
incompetence	-0.4
incompetent	-0.4
incompetently	-0.5
incomplete	-0.2
incompletely	-0.6
incompleteness	-0.2
incompliant	-0.6
incomprehensibility	-0.2
incomprehensible	-0.2
incomprehensibly	-0.4
incomprehension	-0.5
inconceivability	-0.2
inconceivable	-0.3
inconceivably	-0.5
inconclusive	-0.1
incongruity	-0.3
incongruous	-0.3
incongruously	-0.3
inconsequent	-0.4
inconsequential	-0.3
inconsequentially	-0.3
inconsequently	-0.1
inconsiderable	-0.3
inconsiderate	-0.5
inconsiderately	-0.3
inconsideration	-0.5
inconsistence	-0.5
inconsistencies	-0.5
inconsistency	-0.3
inconsistent	-0.4
inconsistently	-0.3
inconsolable	-0.6
inconstancy	-0.4
inconstant	-0.2
incontestable	-0.3
incontinence	-0.7
incontinent	-0.7
incontrovertible	-0.5
inconvenience	-0.6
inconvenient	-0.5
inconveniently	-0.6
inconvertibility	-0.2
inconvertible	-0.2
incoordination	-0.2
incorrect	-0.6
incorrectly	-0.6
incorrectness	-0.6
incorrigible	-0.7
incorrigibly	-3
incredulous	-0.4
incredulously	-0.5
incrimination	-0.5
incubus	-0.4
inculcate	-0.4
inculpatory	-0.4
incurable	-0.8
incurably	-0.8
incurious	-0.3
incursive	-0.6
indecency	-0.4
indecent	-0.4
indecently	-0.6
indecipherable	-0.4
indecision	-0.2
indecisive	-0.2
indecisively	-0.4
indecorous	-0.4
indefensible	-0.4
indefinite	-0.2
indefiniteness	-0.2
indelicacy	-0.4
indelicate	-0.2
indemnify	-0.4
indemnity	-0.3
indenture	-0.5
indeterminable	-0.4
indeterminably	-0.3
indict	-0.3
indictment	-0.4
indifference	-0.3
indifferent	-0.2
indifferently	-0.2
indigence	-0.6
indigent	-0.2
indigestibility	-0.5
indigestion	-0.5
indignant	-0.4
indignantly	-0.3
indignation	-0.6
indirect	-0.2
indirection	-0.2
indirectness	-0.2
indiscernible	-0.2
indiscreet	-0.4
indiscreetly	-0.1
indiscretion	-0.6
indiscriminate	-0.2
indiscriminately	-0.7
indiscriminating	-0.3
indispose	-0.4
indisposed	-0.3
indistinct	-0.2
indistinctive	-0.5
indistinguishable	-0.2
indocile	-0.3
indoctrinate	-0.3
indoctrinated	-0.2
indoctrinates	-0.8
indoctrinating	-0.5
indoctrination	-0.4
indolent	-0.5
indomitability	-0.3
indomitable	-0.3
inediable	-0.7
inedible	-0.3
ineffable	-0.4
ineffective	-0.2
ineffectively	-0.3
ineffectiveness	-0.7
ineffectual	-0.6
ineffectually	-0.5
ineffectualness	-0.2
inefficacy	-0.2
inefficiency	-0.4
inefficient	-0.4
inefficiently	-0.2
inelegance	-0.5
inelegant	-0.3
ineligibility	-0.4
ineligible	-0.4
ineloquent	-0.4
ineloquently	-0.4
ineluctability	-0.4
ineluctable	-0.4
inept	-0.5
ineptitude	-0.4
ineptly	-0.5
inequality	-0.5
inequitable	-0.4
inequitably	-0.4
inequities	-0.1
inertia	-0.1
inescapable	-0.3
inescapably	-0.4
inessential	-0.4
inevitably	-0.4
inexcusable	-0.5
inexcusably	-0.6
inexorable	-0.2
inexorably	-0.4
inexpedience	-0.4
inexpedient	-0.4
inexperience	-0.5
inexperienced	-0.5
inexpert	-0.2
inexpertly	-0.2
inexpiable	-0.4
inexplainable	-0.5
inexplicable	-0.6
inexplicably	-0.6
inexpressible	-0.4
inextricable	-0.4
inextricably	-0.3
infallibility	-0.4
infamous	-0.3
infamously	-0.1
infamy	-0.8
infanticide	-0.7
infantile	-0.4
infantilism	-0.4
infantilized	-0.4
infarct	-0.4
infect	-0.7
infected	-0.8
infecting	-0.4
infection	-0.8
infections	-0.7
infectious	-0.9
infective	-0.5
infects	-0.3
infelicitous	-0.5
infelicitously	-0.5
infelicity	-0.6
inferior	-0.4
inferiority	-0.5
infernal	-0.9
inferno	-0.3
infertile	-0.1
infertility	-0.1
infest	-0.5
infestation	-0.7
infested	-0.5
infesting	-0.5
infests	-0.6
infidel	-0.5
infidelity	-0.7
infidels	-0.8
infiltrate	-0.5
infiltration	-0.5
infiltrator	-0.5
infiltrators	-0.6
infirm	-0.4
infirme	-0.4
infirmity	-0.4
inflame	-0.4
inflamed	-0.4
inflammation	-0.8
inflammatory	-0.8
inflammed	-0.5
inflated	-0.3
inflation	-0.3
inflationary	-0.3
inflexibility	-0.3
inflexible	-0.3
inflict	-0.3
inflicted	-0.4
inflicting	-0.4
infliction	-0.3
inflicts	-0.3
in-flight	-0.5
influenza	-0.6
infract	-0.4
infracted	-0.4
infracting	-0.3
infraction	-0.2
infracts	-0.2
infrahuman	-0.4
infrequently	-0.1
infringement	-0.3
infringements	-0.4
infuriate	-1
infuriated	-1
infuriates	-0.6
infuriating	-1
infuriatingly	-0.7
infuriation	-0.9
inglorious	-0.5
ingrate	-0.3
ingratitude	-0.5
ingrowing	-0.3
inharmonious	-0.3
inhibit	-0.2
inhibition	-0.3
inhospitableness	-0.3
inhospitality	-0.6
inhuman	-0.7
inhumane	-0.8
inhumaneness	-0.4
inhumanity	-0.8
inimical	-0.2
inimically	-0.4
inimitable	-0.4
iniquitous	-0.4
iniquitously	-0.4
iniquity	-0.4
injudicious	-0.5
injunction	-0.5
injure	-0.6
injured	-0.6
injuries	-0.7
injurious	-0.6
injury	-0.6
injustice	-0.6
injustices	-0.5
inmate	-0.7
innuendo	-0.5
inoperable	-0.4
inoperative	-0.2
inopportune	-0.5
inopportunely	-0.4
inopportuneness	-0.4
inordinate	-0.7
inordinately	-0.5
inpatient	-0.4
inprudent	-0.3
inpudent	-0.3
inroad	-0.5
insalubrious	-0.5
insalubrity	-0.4
insane	-0.5
insanely	-0.4
insanity	-0.5
insatiate	-0.3
inscrutability	-0.2
insecure	-0.3
insecurity	-0.3
insensibility	-0.3
insensible	-0.3
insensitive	-0.3
insensitively	-0.3
insensitivity	-0.3
insidious	-0.5
insidiously	-0.6
insidiousness	-0.5
insignificance	-0.4
insignificant	-0.4
insignificantly	-0.4
insincere	-0.5
insincerely	-0.5
insincerity	-0.5
insinuate	-0.2
insinuating	-0.3
insinuation	-0.4
insipid	-0.5
insociable	-0.3
insolence	-0.4
insolent	-0.7
insolently	-0.3
insomnia	-0.2
insomniac	-0.3
insouciance	-0.5
instability	-0.3
instable	-0.6
instigate	-0.4
instigation	-0.2
instigator	-0.4
instigators	-0.4
instinct	-0.4
institutionalized	-0.4
insubstantial	-0.2
insubstantially	-0.2
insufferable	-0.4
insufferably	-0.7
insufficiency	-0.2
insufficient	-0.2
insufficiently	-0.2
insular	-0.4
insult	-0.5
insulted	-0.7
insulting	-0.9
insultingly	-0.5
insults	-0.2
insupportable	-0.2
insupportably	-0.4
insurgency	-0.5
insurgent	-0.4
insurmountable	-0.3
insurmountably	-0.3
insurrection	-0.4
intefere	-0.2
inteferes	-0.5
intense	-0.3
intentional	-0.2
inter	-0.4
interdiction	-0.4
interfere	-0.3
interference	-0.1
interferes	-0.3
interfering	-0.2
interment	-0.4
interminable	-0.4
interminably	-0.3
internment	-0.4
interpolate	-0.1
interrogate	-0.2
interrogated	-0.7
interrupt	-0.2
interrupted	-0.3
interrupting	-0.4
interruption	-0.2
interruptions	-0.4
interrupts	-0.1
intestate	-0.1
intimidate	-0.3
intimidated	-0.3
intimidates	-0.6
intimidatingly	-0.5
intimidation	-0.3
intolerable	-0.5
intolerablely	-0.5
intolerance	-0.5
intolerant	-0.5
intoxicate	-0.9
intoxication	-0.5
intractability	-0.2
intractable	-0.2
intractably	-0.2
intractible	-0.2
intransigence	-0.2
intransigency	-0.4
intransigent	-0.5
introuvable	-0.1
intruder	-0.6
intrusion	-0.7
intrusive	-0.2
intrusiveness	-0.2
intumescence	-0.8
inundate	-0.4
inundated	-0.4
inutile	-0.4
inutility	-0.4
invade	-0.6
invader	-0.5
invalid	-0.5
invalidate	-0.5
invalidated	-0.5
invalidator	-0.5
invalidism	-0.7
invalidity	-0.6
invasion	-0.7
invective	-3
inveigle	-0.4
invidious	-0.3
invidiously	-0.3
invidiousness	-0.4
involuntarily	-0.3
involuntary	-0.2
involution	-0.4
irascibility	-0.7
irate	-0.9
irately	-0.5
ire	-0.4
irk	-0.6
irked	-0.4
irking	-0.7
irks	-0.5
irksome	-0.9
irksomeness	-0.6
irksomenesses	-0.7
iron	-0.1
ironical	-0.3
ironies	-0.3
irons	-0.4
irradiation	-0.7
irragularity	-0.3
irrational	-0.3
irrational 	-0.5
irrationalities	-0.7
irrationality	-0.8
irrationally	-0.5
irrationals	-0.7
irreclaimable	-0.3
irreconcilable	-0.3
irrecoverable	-0.3
irrecoverableness	-0.5
irrecoverablenesses	-0.5
irredeemable	-0.2
irredeemably	-0.3
irreformable	-0.4
irregular	-0.4
irregularity	-0.4
irregularly	-0.4
irrelevance	-0.4
irrelevant	-0.5
irreligionist	-0.3
irreligiousness	-0.3
irremediable	-0.3
irreparable	-0.3
irrepressible	-0.4
irreproachably	-0.5
irresolute	-0.4
irresoluteness	-0.3
irresolvable	-0.3
irresponsible	-0.2
irresponsibly	-0.4
irretating	-0.9
irretrievable	-0.2
irreverence	-0.3
irreverent	-0.3
irreverently	-0.3
irreversible	-0.4
irreversibly	-0.4
irrevocable	-0.2
irritability	-0.5
irritable	-0.5
irritably	-0.7
irritant	-0.8
irritate	-0.5
irritated	-1
irritates	-0.7
irritating	-0.5
irritatingly	-0.7
irritation	-0.5
irritations	-0.5
irruption	-0.3
isolated	-0.1
isolating	-0.3
isolation	-0.2
itch	-0.2
itching	-0.3
itchy	-0.2
jab	-0.3
jabber	-0.3
jackass	-1
jackasses	-0.9
jaded	-0.2
jag	-0.3
jagged	-0.3
jail	-0.7
jailed	-0.4
jap	-0.3
jargon	-0.1
jarrin	-0.4
jarring	-0.3
jaundice	-0.8
jaundiced	-0.5
jealous	-0.5
jealously	-0.7
jealousness	-0.4
jealousy	-0.6
jeer	-0.3
jeering	-0.7
jeeringly	-0.3
jeers	-0.4
jeez	-0.9
jejunity	-0.4
jelous	-1
jeopardize	-0.3
jeopardy	-0.1
jerk	-0.8
jerky	-0.4
jinks	-0.5
jinx	-0.4
jitter	-0.4
jitters	-0.4
jittery	-0.4
jk	-0.2
jobless	-0.3
joker	-0.4
jolt	-0.3
jornada	-0.2
joyless	-0.4
joylessness	-0.4
juandiced	-0.3
judder	-0.3
juddering	-0.3
judders	-0.2
judgmental	-0.3
jumble	-0.3
jumentous	-0.4
jumpy	-0.5
juncture	-0.2
junk	-0.8
junkie	-0.6
junky	-0.7
junkyard	-0.4
junta	-0.4
jutter	-0.3
jutters	-0.4
juvenile	-0.7
kaput	-0.3
keratitis	-0.8
keratoconus	-0.8
keratonosis	-0.8
kern	-0.7
kernicterus	-0.8
ketonemia	-0.8
kibitz	-0.4
kick	-0.3
kickbacks	-0.3
kicked	-0.4
kidnap	-0.8
kidnapped	-0.8
kidnapping	-0.8
kidnappings	-0.8
kidnaps	-0.7
kill	-1
killed	-1
killer	-0.8
killin	-0.8
killing	-0.9
killingly	-0.9
killjoy	-0.7
kills	-1
kkk	-0.9
knell	-0.3
knife	-0.5
knock	-0.2
knocked	-0.8
knockoff	-0.2
knock-off	-0.2
knotted	-0.2
knotty	-0.2
knowww	-0.2
ko	-0.6
kook	-0.5
kooky	-0.6
labored	-0.3
laborious	-0.4
laboriousness	-0.3
labyrinth	-0.4
lacerate	-0.4
laceration	-0.6
lackadaisical	-0.5
lacked	-0.2
lackey	-0.3
lackeys	-0.4
lacking	-0.3
lackluster	-0.9
lacks	-0.4
laconic	-0.3
lacrimation	-0.5
lag	-0.4
lagg	-0.4
lagged	-0.2
lagging	-4
laggy	-0.4
lags	-0.2
laid-off	-0.4
lair	-0.7
lambast	-0.3
lambaste	-0.3
lame	-0.8
lame-duck	-0.3
lamely	-0.6
lameness	-0.6
lament	-0.5
lamentable	-0.3
lamentably	-0.2
lamentation	-0.5
lamenting	-0.5
lamer	-0.8
landslide	-0.5
languid	-0.2
languish	-0.6
languisher	-0.6
languishing	-0.5
languorous	-0.3
languorously	-0.4
lank	-0.2
lankiness	-0.3
lanky	-0.4
lapse	-0.3
lapsed	-0.3
lapses	-0.3
larceny	-0.5
lard	-0.5
laryngostenosis	-0.8
lascivious	-0.4
lash	-0.8
lashing	-0.8
last-ditch	-0.5
lastnight	-0.1
latch-key	-0.1
late	-0.4
latency	-0.2
lateness	-0.1
late-night	-0.2
laudanum	-0.4
laugh	-0.3
laughable	-0.2
laughably	-0.4
laughingstock	-0.4
lava	-0.2
lawbreaker	-0.7
lawbreaking	-0.5
lawless	-0.5
lawlessness	-0.5
lawsuit	-0.5
lawsuits	-0.6
lax	-0.4
laxative	-0.4
lay	-0.1
layoff	-0.5
layoff-happy	-0.3
lazily	-0.6
laziness	-0.5
lazy	-0.6
leak	-0.3
leakage	-0.3
leakages	-0.5
leaked	-0.5
leakiness	-0.3
leaking	-0.5
leaks	-0.4
leaky	-0.3
least	-0.1
lech	-0.3
lecher	-0.3
lechery	-0.3
leech	-0.6
leeches	-0.4
leer	-0.4
leering	-0.4
leery	-0.4
left-leaning	-0.4
legion	-0.5
lengthy	-0.2
leprechaun	-0.5
less-developed	-0.4
lessen	-0.3
lesser-known	-0.2
less-than-desireable	-0.3
less-than-reliable	-0.3
less-than-substantial	-0.3
letch	-0.3
letdown	-0.5
lethal	-0.6
lethality	-0.6
lethargic	-0.5
lethargy	-0.8
leukemia	-0.8
leukocytosis	-0.8
leukopenia	-0.8
levity	-0.3
levy	-0.2
lewd	-0.3
lewdly	-0.3
lewdness	-0.4
liable	-0.3
liaison	-0.3
liar	-0.7
liars	-0.7
libel	-0.4
libelous	-0.6
liberal	-0.6
lice	-0.7
licentiousness	-0.4
lichen	-0.8
lie	-0.7
lied	-0.6
lier	-0.6
lies	-0.8
lifeless	-0.5
lifelessly	-1
life-threatening	-1
lightless	-0.2
lightning	-0.3
lilliputian	-0.1
limit	-0.1
limitations	-0.3
limits	-0.2
limp	-0.2
line-up	-0.2
lint	-0.3
liquidate	-0.1
liquidation	-0.3
liquor	-0.2
listless	-0.5
litigate	-0.4
litigation	-0.3
litigious	-0.3
litter	-0.4
little-known	-0.2
livid	-0.5
lividly	-0.3
loath	-0.4
loathe	-0.9
loathed	-0.8
loathes	-0.9
loathing	-0.9
loathly	-0.8
loathsome	-1
loathsomely	-0.7
loathsomeness	-0.5
lobbied	-0.2
lobby	-0.2
lobbying	-0.7
lobbyist	-0.3
lobbyists	-0.1
lockdown	-0.8
lockup	-0.6
lofty	-0.1
logies	-0.4
lone	-0.6
loneliness	-0.7
lonely	-0.8
loner	-0.7
lonesome	-0.8
longing	-0.3
longingly	-0.4
longish	-0.3
long-time	-0.2
loom	-0.3
loomed	-0.7
looming	-0.4
looms	-0.1
loon	-0.2
loony	-0.5
looong	-0.4
loooong	-0.4
looooong	-0.7
loophole	-0.5
loopy	-0.1
loosely	-0.3
looses	-0.6
loosing	-0.5
loot	-0.3
lopsided	-0.3
lord	-0.5
lorn	-0.3
los	-0.4
lose	-0.4
loser	-1
loser 	-1
losers	-0.8
loses	-0.8
losing	-0.7
loss	-0.7
losses	-0.3
lost	-0.5
louche	-0.2
loud	-0.1
louder	-0.3
loudly	-0.6
loudmouth	-0.4
loud-mouth	-0.9
loudness	-0.1
lounge	-0.1
louse	-0.2
lousy	-0.4
lout	-0.5
loveless	-0.5
lovelorn	-0.2
low	-0.2
low-budget	-0.5
low-end	-0.4
lower	-0.1
lowering	-0.1
lowest	-0.3
low-flying	-0.1
lowlands	-0.1
lowly	-0.4
lowness	-0.3
low-rated	-0.7
low-rent	-0.3
luckewarm	-0.1
ludicrous	-0.3
ludicrously	-0.5
ludicrously-priced	-0.4
lugubrious	-0.6
lugubriously	-0.4
lukewarm	-0.1
lumbering	-0.5
lump	-0.3
lumpy	-4
lunacy	-0.3
lunatic	-0.4
lunatics	-0.4
lurch	-0.4
lure	-0.4
lurid	-0.9
lurk	-0.4
lurking	-0.8
lurks	-0.6
lustful	-0.3
lustfully	-0.6
lying	-0.5
lynch	-0.3
macabre	-0.3
mace	-0.7
machismo	-0.3
mad	-0.8
madd	-1
madden	-0.5
maddening	-0.9
maddeningly	-0.8
madder	-0.3
made-up	-0.1
madly	-0.5
madman	-0.6
madness	-0.5
madwoman	-0.5
mafia	-0.6
maggot	-1
maimed	-0.7
makeshift	-0.1
malabsorption	-0.3
malacia	-0.4
maladaption	-0.3
maladjusted	-0.1
maladjustment	-0.5
maladroitly	-0.4
malady	-0.5
malaise	-0.4
malapropism	-0.3
malapropos	-0.3
malaria	-0.6
malarial	-0.6
malcontent	-0.3
malcontented	-0.6
maldevelopment	-0.4
maledict	-0.5
maleficence	-0.7
maleficent	-0.7
malevolence	-0.7
malevolent	-0.7
malevolently	-0.6
malfeasance	-0.5
malfeasant	-0.5
malformation	-0.4
malfunctioning	-0.3
malice	-0.7
maliciously	-0.7
maliciousness	-0.8
malign	-0.4
malignancy	-0.4
malignant	-0.6
malignity	-0.5
malignly	-0.6
malinger	-0.4
malingerer	-0.4
malingering	-0.4
malnutrition	-0.3
malodor	-0.3
malodorous	-0.3
malodorousness	-0.3
malposition	-0.3
malpractice	-0.3
maltreatment	-0.8
mammon	-0.5
mammy	-0.5
manboobs	-0.9
mandatory	-0.1
mange	-0.8
mangles	-0.3
maniac	-0.6
maniacal	-0.6
maniacally	-0.6
manic	-0.3
maniclike	-0.6
manipulability	-0.4
manipulate	-0.6
manipulated	-0.7
manipulating	-0.3
manipulation	-0.4
manipulative	-0.5
manipulators	-0.4
manky	-0.7
manque	-0.7
manslaughter	-0.8
mantra	-0.1
manure	-0.4
mar	-0.5
marasmus	-0.5
maraud	-0.7
marauding	-0.7
marginal	-0.2
marginality	-0.1
marginally	-0.1
marred	-0.3
martingale	-0.4
martyr	-0.9
martyrdom	-0.9
martyrdom-seeking	-1
mashed	-0.4
masochism	-0.3
masochistic	-0.5
massacre	-1
massacres	-0.7
mass-marketed	-0.3
materialism	-0.4
materialist	-0.5
materialistic	-0.4
matter	-0.1
mau	-0.1
maul	-0.8
mawkish	-0.2
mawkishly	-0.5
mawkishness	-0.4
maxi-devaluation	-0.4
mayhem	-0.7
meagerness	-0.4
meandering	-0.4
meaningless	-0.4
meanly	-0.4
meanness	-0.4
mean-spirited	-0.7
measles	-0.8
measly	-0.5
meddle	-0.3
meddlesome	-0.4
mediocre	-0.3
mediocrity	-0.4
meek	-0.3
meh	-0.5
meits	-0.3
melancholia	-0.7
melancholic	-0.5
melancholy	-0.5
melee	-0.4
melodrama	-0.2
melodramatic	-0.4
melodramatically	-0.3
meltdown	-0.6
melted-looking	-0.5
memoriam	-0.4
menace	-0.6
menaced	-0.5
menaces	-0.5
